country_code,sentence,cluster_no
US, a white toilet with a black seat on top of it.,1
US, a plate of food with broccoli and other vegetables.,1
US, a man and a woman are playing video games,1
US, a table topped with plates of food and a glass of water.,1
US, a vase with a flower in it on a table,1
US, a woman holding a cell phone to her ear,1
US, a man in a suit and tie standing in front of a building.,1
US, a woman in a bikini holding a cell phone to her ear,1
US, a baseball player holding a bat on a field,1
US, a cake with a knife and fork on it,1
US, a man wearing a tie and a shirt and tie,1
US, a cake with a lot of different designs on it,1
US, a man in a suit and tie standing in a field,1
US, a man and a woman are sitting on a bench.,1
US, a man wearing a tie and a shirt and tie,1
US, a woman holding a cell phone to her ear,1
US, a plate of food with broccoli and rice,1
US, a man and a woman are standing together.,1
US, a man is standing in front of a fire hydrant.,1
US, a woman with a pink polka dot dress,1
US, a table topped with a plate of food.,1
US, a person holding a knife and cutting into a cake.,1
US, a red and white umbrella sitting on top of a wooden table.,1
US, a person is riding a snowboard down a hill,1
US, a baseball player holding a bat on a field,1
US, a man in a uniform riding a skateboard,1
US, a cake with a knife and a knife on it.,1
US, a bag with a bunch of different types of luggage.,1
US, a woman holding a kite in a field,1
US, a man wearing a tie and a shirt and tie,1
US, a plate of food with a fork and knife,1
US, a woman is standing in a parking lot.,1
US, a large brown cow standing on top of a field.,1
US, a person holding a snowboard in a room.,1
US, a plate of food with vegetables and rice.,1
US, a plate of food with a fork and a cup of coffee.,1
US, a man holding a frisbee in his hand.,1
US, a pair of scissors and a pair of scissors.,1
US, a woman is holding a glass of wine.,1
US, a man standing next to a skateboard on a sidewalk.,1
US, a plate of food with a fork and a knife,1
US, a knife is cutting into a bowl with a knife.,1
US, a stuffed bear is sitting on a table,1
US, a man wearing a tie and a shirt and tie,1
US, a man in a suit and tie holding a glass of wine.,1
US, a woman holding a knife and cutting a cake.,1
US, a small brown bear is standing on a rock,1
US, a table topped with a bunch of different types of food.,1
US, a stop sign with a street name on it,1
US, a person holding a cell phone in their hand.,1
US, a young girl holding a teddy bear in her hands.,1
US, a man in a suit and tie holding a cell phone,1
US, a man in a suit and tie holding a cell phone,1
US, a red and white fire hydrant sitting on the side of a road.,1
US, a man in a red shirt holding a baseball bat,1
US, a man wearing a tie and a dress shirt and tie,1
US, a dog is looking out of a vehicle window.,1
US, a pair of scissors and a pair of scissors.,1
US, a pair of scissors and a pair of scissors on a table.,1
US, a pair of scissors cutting into a sheet cake.,1
US, a pair of scissors and a pair of scissors.,1
US, a man in a hat and a hat is holding a cell phone,1
US, a man in a suit and tie standing in a room.,1
US, a black and white photo of a motorcycle,1
US, a stuffed animal that is on a motorcycle.,1
US, a woman wearing a pink shirt and a pink tie,1
US, a plate with a sandwich and a cup of coffee,1
US, a cat is sitting on a bed with a book.,1
US, a white truck is parked in a parking lot.,2
US, a group of people standing around a giant clock,3
US, a train is riding down the tracks in the city.,3
US, a woman in a red coat and a red hat is on a phone,3
US, a man is playing frisbee in a field,3
US, a man standing in a bathroom next to a toilet.,3
US, a woman walking on a beach carrying a surfboard.,3
US, a woman in a black dress and a black horse,3
US, a man is riding a motorcycle down the street.,3
US, a man in a blue shirt and a tie,3
US, a train is sitting on the tracks near a building.,3
US, a man is standing in a kitchen with a dog.,3
US, a large building with a clock tower in the middle of it,3
US, a large wooden bench in a small room,3
US, a train is on the tracks near a building,3
US," a living room with a couch , coffee table , and a television.",3
US, a table with a lot of different items on it,3
US, a car parked on the side of a road.,3
US, a man is sitting on a bench with a skateboard.,3
US, a man is standing in front of a large building.,3
US, a group of people standing in a room with a clock.,3
US, a woman standing next to a man in a suit and tie.,3
US, a wooden bench in a park with a wooden fence,3
US, a man sitting on a bench in front of a building.,3
US, a woman holding a surfboard in her hand.,3
US, a man standing in a field with a frisbee.,3
US, a man is sitting on a bench in a train station.,3
US, a man is standing in a room with a skateboard.,3
US, a baseball player is swinging a bat,3
US, a baseball player is swinging a bat at a ball,3
US, a man riding a bike down a street.,3
US, a man riding a bike down a street.,3
US, a kitchen with a lot of appliances and a table,3
US, a man in a field with a frisbee,3
US, a man is riding a motorcycle down a road.,3
US, a large white bear sitting on top of a grass covered field.,3
US, a car parked in a parking lot next to a parking meter.,3
US, a little girl sitting on a bench with a teddy bear,3
US, a little girl sitting on a bench with a teddy bear,3
US, a room with a large window and a large window.,3
US," a living room with a couch , coffee table , and a television.",3
US," a kitchen with a sink , stove , microwave and refrigerator.",3
US, a large display of different sizes of different sizes.,3
US, a group of people sitting on a bench,3
US, a train station with a train station and people on it.,3
US, a man riding a bike down a street.,3
US, a large room with a lot of people in it,3
US," a room with a couch , loveseat , and a table.",3
US, a man and a woman are standing in the grass.,3
US, a group of people standing in a train station.,3
US, a group of people standing on a platform near a train.,3
US, a bunch of bananas are hanging on a wall,3
US, a man is standing on a skateboard in the park.,3
US, a person on a beach with a frisbee in the air.,3
US, a woman in a short skirt holding a frisbee,3
US, a group of people in a field playing soccer,3
US, a group of people standing in a room with a train.,3
US, a yellow and red fire hydrant sitting in the grass,3
US, a large white bed in a room with a window.,3
US, a truck is parked on the street,3
US, a red fire truck is parked in a parking lot.,3
US, a man in a suit and tie standing in front of a building.,3
US, a man standing next to a horse on a field.,3
US, a young boy sitting on a couch holding a remote control.,3
US, a man is sitting on a bench in the middle of a city.,3
US, a group of people standing next to each other.,3
US, a boat is traveling down a river in the mountains.,3
US, a group of boats are sitting in the water.,3
US, a group of surfboards are lined up against a wall.,3
US, a man in a suit and tie standing in a doorway.,3
US, a large military plane is sitting on a runway,3
US, a living room with a couch and a coffee table,3
US, a man is walking down the street with a skateboard.,3
US, a large building with a clock tower on top,3
US, a black bear is sitting on a rock,3
US, a man is sitting on a couch with a cat.,3
US, a sign that is on a pole on a street.,3
US, a large elephant standing in a forest.,3
US, a group of people standing in a field with a kite,3
US, a man sitting on a bench with a dog.,3
US, a building with a clock on the front of it,3
US, a street sign with a traffic light and a building,3
US, a city street with a traffic light and a building,3
US, a car parked on the side of a road.,3
US, a black and white photo of a car with a dog on it,3
US, a group of people sitting around a table eating food.,3
US, a black and white photo of a train,3
US, a man standing next to a pile of luggage.,3
US, a car parked next to a parking meter,3
US, a white car with a white car parked on the side of it,3
US, a group of people standing in a room.,3
US, a large elephant standing in a forest.,3
US, a large white refrigerator with a bottle of water on it,3
US, a stuffed animal crammed up to a wall,3
US, a man standing in front of a wall with a snowboard.,3
US, a tall building with a clock on the top of it,3
US, a group of people standing on a beach,3
US, a group of people standing around a table with a cake.,3
US, a white and blue umbrella sitting on the ground,3
US, a car is parked on the side of the road,3
US, a white pickup truck parked in a parking lot.,3
US, a woman and a man are playing video games,3
US, a car parked on the side of a road.,3
US, a car parked on the side of a road.,3
US, a living room with a couch and a tv,3
US, a man and a woman playing a game of tennis.,3
US, a man in a suit and tie standing in a field,3
US, a man in a suit and tie standing in a room.,3
US, a man and a woman are standing in a field.,3
US, a group of people standing in a city.,3
US, a city street filled with lots of traffic.,3
US, a man is riding a skateboard on a ramp.,3
US, a man is sitting on a bench outside,3
US, a man is playing frisbee in a park.,3
US, a man is working in a kitchen with a refrigerator.,3
US, a display case with a variety of different pastries.,3
US, a man in a suit and tie in a room.,3
US, a woman walking down a street holding an umbrella.,3
US, a store with a bunch of bananas on it,3
US, a man and a woman are standing in a field.,3
US, a bunch of bananas are hanging on a wall.,3
US, a man in a suit and tie standing on a street.,3
US, a woman sitting on a bench in front of a building.,3
US, a woman standing in a kitchen with a refrigerator,3
US, a kitchen with a table and chairs in it,3
US, a man is standing in front of a large screen.,3
US, a man in a suit and tie in a room.,3
US, a living room with a couch and a chair,3
US, a group of people standing on a beach.,3
US, a giraffe standing next to a tree in a field.,3
US, a car parked on the side of the road,3
US," a bathroom with a sink , toilet , mirror and shower curtain.",3
US, a man is walking down the street with a horse.,3
US, a truck with a trailer attached to it,3
US," a bathroom with a sink , mirror , and toilet.",3
US, a bathroom with a toilet and a sink,3
US, a wooden table topped with a laptop and a book.,3
US, a group of people walking down a street.,3
US, a large bird standing on top of a barbed wire fence.,3
US, a sign that is on a pole outside,3
US, a man and a woman are playing frisbee,3
US, a person holding a pair of scissors in a room.,3
US, a man in a suit and tie standing in a kitchen.,3
US, a group of people walking down a sidewalk.,3
US, a truck is parked on the street,3
US, a car is parked on the street,3
US, a large clock on the side of a building,3
US, a man and a woman are standing in a field.,3
US, a woman walking down a street holding a stop sign.,3
US, a man standing on a pier next to a building.,3
US, a man riding a skateboard down a street.,3
US, a baseball player is swinging a bat at a ball,3
US, a baseball player is swinging a bat at a ball,3
US, a man is walking down the street with a dog.,3
US, a man is standing in the middle of a street holding a kite.,3
US, a man walking down a street holding a sign.,3
US, a man riding a skateboard down a street.,3
US, a truck that is driving down the road,3
US, a group of people standing around a plane,3
US, a white and blue train sitting on the tracks,3
US, a man is walking on the beach with a surfboard,3
US, a large airplane flying over a body of water,3
US, a bicycle parked next to a parking meter.,3
US, a man in a green shirt and a girl in a green shirt and tie,3
US, a man walking down a sidewalk next to a building.,3
US," a bathroom with a sink , toilet and a shower.",3
US, a woman standing in a kitchen with a refrigerator,3
US, a man is standing in a field with a frisbee.,3
US, a man in a kitchen preparing food in a kitchen.,3
US, a woman is sitting on a bench talking on her cell phone.,3
US, a woman sitting on a bench in front of a building.,3
US, a large building with a clock tower in the middle of it,3
US, a car parked on the side of a road.,3
US, a group of people on a beach with a frisbee in the air.,3
US," a bathroom with a toilet , sink , and a shower.",3
US, a group of people sitting around a table eating food.,3
US, a group of people standing in a room with a plane,3
US, a woman is sitting at a table with a laptop,3
US, a man and a woman are sitting on a boat.,3
US, a man is playing frisbee in a park.,3
US, a group of people standing in the snow with skis,3
US, a man is sitting on a bench in the park.,3
US, a man in a suit and tie standing in a room.,3
US, a group of people standing around a table with a cake on it,3
US, a woman in a black dress and a horse,3
US, a man riding a skateboard down a street.,3
US, a large building with a clock on the top of it,3
US, a red stop sign sitting on the side of a road.,3
US," a bathroom with a sink , toilet , and a bathtub.",3
US, a person is riding a skateboard on a ramp.,3
US, a man is sitting on a bench in the sand,3
US, a man riding a skateboard down a ramp.,3
US, a woman standing in front of a refrigerator.,3
US, a man and a woman are standing in a field.,3
US, a man and a woman are on a surfboard.,3
US, a boat is docked in the water near a city.,3
US, a group of people sitting around a living room.,3
US, a man and a woman are standing in the water.,3
US, a bus parked on the side of the road,3
US, a group of people sitting around a table with a laptop.,3
US, a crowd of people walking down a street.,3
US, a street sign with a street sign on top of it.,3
US, a man riding a motorcycle down a road.,3
US, a group of motorcycles that are parked on the grass.,3
US, a group of people riding horses down a road.,3
US, a woman walking down a sidewalk holding a tennis racquet.,3
US, a man is standing on a hill with a snowboard.,3
US, a woman standing in a room with a man and a woman in a suit.,3
US, a train traveling over a bridge over a river.,3
US, a group of people sitting around a table eating food.,3
US, a large clock tower towering over a city.,3
US, a man is walking down the street with a skateboard.,3
US, a man in a suit and tie holding a cell phone,3
US, a car parked in front of a car,3
US, a man is standing next to a horse,3
US, a woman sitting on a bench in a park.,3
US, a red and yellow fire hydrant sitting in the grass.,3
US, a group of people standing on a beach,3
US, a man in a suit and tie standing on a sidewalk.,3
US, a man is walking down the street with a bicycle.,3
US, a woman is standing in a room with a painting.,3
US, a woman in a dress standing on a skateboard.,3
US, a man in a suit and tie standing in a room.,3
US, a man and woman are sitting at a table with a cake.,3
US, a man holding a kite in a field,3
US, a person walking down a path with a snowboard,3
US, a woman in a red sweater holding a cell phone,3
US, a group of people sitting on a bench in a park.,3
US, a man is playing a video game on a skateboard.,3
US, a man holding a child while standing in a field.,3
US, a man standing in front of a bus,3
US, a red truck with a trailer attached to it,3
US, a red and white train is on a steel track.,3
US, a woman standing next to a man in a suit and tie.,3
US, a train station with a train on the tracks,3
US, a man is walking down the street with a skateboard.,3
US, a group of people standing in a room.,3
US, a group of people standing around a table with a cake.,3
US, a bunch of stuffed animals that are in a room.,3
US, a man walking down a street next to a building.,3
US, a living room with a couch and a table,3
US, a living room with a couch and a coffee table,3
US, a man and a woman are playing video games,3
US, a man laying on a bed with a book on his lap,3
US, a building with a sign on it and a sign on the side of it,3
US, a man riding a horse on a dirt track,3
US, a woman standing in a parking lot holding a tennis racquet.,3
US, a group of people standing in a room.,3
US, a horse grazing in a field of grass,3
US, a person is doing a trick on a skateboard,3
US, a man is walking down the street carrying a surfboard.,3
US, a man riding a wave on top of a surfboard.,3
US, a woman and a man are playing frisbee,3
US, a large clock on the wall of a building,3
US, a man riding a skateboard down a street.,3
US, a car is parked on the street,3
US, a man holding a kite in a field,3
US, a man in a suit and tie standing next to a bicycle.,3
US, a man standing in a room with a man in his hand.,3
US, a man and a woman are standing in a room.,3
US, a group of people standing around a large truck.,3
US," a room with a couch , coffee table , and a television.",3
US, a plane is parked on the runway,3
US, a city street with a bus and a bus on the side,3
US, a man is on a surfboard in the water.,3
US, a street sign on a pole on a street.,3
US, a building with a clock on the front of it,3
US, a crowd of people standing around a building with a clock on it,3
US, a person holding a knife and cutting into a cake.,3
US, a large building with a clock tower in the background,3
US, a man is standing in front of a bus,3
US, a man is sitting on a bench with a dog.,3
US, a truck is parked in front of a building,3
US, a man and a woman playing a video game,3
US, a man standing in a room with a suitcase.,3
US, a man in a suit and tie standing in a field.,3
US, a truck driving down a highway with a traffic light.,3
US, a group of people on a city street.,3
US, a man riding a skateboard down a street.,3
US, a truck that is sitting in the grass.,3
US, a room with a table and chairs and a table,3
US, a young boy is playing with a frisbee.,3
US, a man in a suit and tie standing on a street.,3
US, a man is playing tennis on a court,3
US, a man riding a skateboard down a street.,3
US, a clock tower with a weather vane on top of it.,3
US, a group of people standing in a room.,3
US, a statue of a man walking down a street.,3
US, a man in a suit and tie in a room.,3
US, a man in a suit and tie standing in a doorway.,3
US, a group of people riding bikes down a street.,3
US, a man in a suit and tie standing in a doorway.,3
US, a living room with a couch and a coffee table,3
US, a group of people standing on a pier.,3
US, a group of people standing on a sidewalk.,3
US, a group of people standing in a room with skateboards.,3
US, a man in a suit and tie standing in the street.,3
US, a group of people standing outside of a building.,3
US, a man in a suit and tie standing in a room.,3
US, a man and a woman standing in a parking lot.,3
US, a group of people standing in a room.,3
US, a man in a suit and tie standing in a doorway.,3
US, a man is playing frisbee in a field,3
US, a group of people standing around a table with a large amount of bananas.,3
US, a car parked in front of a building,3
US, a car parked on the side of a road.,3
US, a man sitting in a chair with a laptop,3
US, a group of people standing on a tennis court.,3
US, a store with a lot of different signs on it,3
US, a woman is playing tennis on a court,3
US, a woman wearing a pink dress and a red tie,3
US, a woman holding a child 's hand while standing in a parking lot.,3
US, a train car with a train cart behind it,3
US, a bed with a blue blanket on it,3
US, a bed with a blue comforter and a blue blanket,3
US, a person riding a bike on a city street,3
US, a white truck is parked in a parking lot.,3
US, a man and a woman standing next to each other.,3
US, a man is standing in a room with a dog.,3
US," a bathroom with a sink , toilet and a mirror",3
US, a sign that is on a pole on a street.,3
US, a woman in a dress holding a kite,3
US, a man is cooking in a kitchen,3
US, a room with a lot of different things on it,3
US, a small model airplane parked in a museum.,3
US," a kitchen with a sink , stove , microwave and refrigerator.",3
US, a man in a suit and tie standing in a room.,3
US, a woman is holding a baby in a kitchen.,3
US, a man is doing a trick on a skateboard,3
US, a group of people standing in a room.,3
US, a train traveling down tracks next to a forest.,3
US, a woman sitting on a bench with a cell phone.,3
US, a man is riding a skateboard on a street.,3
US, a woman is holding a tennis racket in her hand.,3
US, a man is riding a horse in a city,3
US, a red fire hydrant sitting in the middle of a forest.,3
US, a wooden bench is on a path in the woods.,3
US, a boat is traveling down a river in the sun.,3
US," a bathroom with a sink , toilet , and a bathtub.",3
US, a woman sitting on a bench with a cell phone.,3
US, a large white and brown teddy bear sitting on a chair,3
US, a car is parked on the street in front of a building,3
US, a group of people standing around a table with a cake.,3
US, a group of people standing in a room with a skateboard.,3
US, a man is standing next to a truck with a truck on it,3
US, a man is playing frisbee in a park.,3
US, a bicycle is parked outside of a building.,3
US, a woman is holding a pink umbrella in her hands.,3
US, a woman walking down a street holding an umbrella.,3
US, a small red fire hydrant sitting on a sidewalk.,3
US, a man standing next to a fire hydrant.,3
US, a bed with a blue blanket on top of it,3
US, a bird perched on a tree branch with a tree in the background,3
US, a living room with a fireplace and a large window,3
US, a room with a lot of different colored suitcases.,3
US, a group of people sitting around a table with a laptop.,3
US, a group of people standing around a giant cake.,3
US, a group of people standing in a room with a large screen.,3
US, a woman in a dress holding a knife and a knife,3
US, a man riding a skateboard down a street.,3
US, a group of people standing on a beach with a surfboard.,3
US, a woman walking down the street with a cell phone,3
US, a street sign on a pole on a street.,3
US, a black and white photo of a person holding a tennis racket,3
US, a man is standing on a street corner,3
US, a man and woman are sitting at a table with a laptop.,3
US, a man and woman are sitting on a bench.,3
US, a city street with a lot of traffic lights,3
US, a group of people standing in a room.,3
US, a man is walking down the street with luggage.,3
US, a man holding a baseball bat in his hand.,3
US, a man is standing in front of a train.,3
US, a man in a suit and tie standing in a room.,3
US, a group of people walking down a street.,3
US, a train traveling down tracks next to a forest.,3
US, a large tree with a lot of flowers in it,3
US, a man standing on a tennis court holding a racquet.,3
US, a white pickup truck with a white car parked on the side of it.,3
US, a man in a suit and tie standing in a field.,3
US, a red fire hydrant sitting in the middle of a sidewalk.,3
US, a man in a suit and tie standing in a room.,3
US, a dog is jumping in the air to catch a frisbee.,3
US, a man holding a green frisbee in a park.,3
US, a large group of people standing under umbrellas.,3
US, a man in a suit and tie standing in a kitchen.,3
US, a large passenger jet flying over a beach.,3
US, a dog is standing on the beach with a frisbee in its mouth.,3
US, a group of people walking down a street.,3
US, a woman in a short skirt holding a tennis racquet.,3
US, a man standing on a beach holding a surfboard.,3
US, a man is swinging a baseball bat at a game,3
US, a man is playing frisbee in a field,3
US, a herd of cattle grazing on a lush green field.,3
US, a man is standing next to a horse,3
US, a bed with a blue cover and a white bedspread,3
US, a bed with a blue cover and a wooden headboard,3
US, a man is sitting on a bench in the sun,3
US, a large building with a clock on the front of it,3
US, a table with a large amount of wine on it,3
US, a man in a suit and tie standing in a doorway.,3
US, a man is walking down the street with a suitcase.,3
US, a bench sitting in front of a tree.,3
US, a man standing next to a woman on a skateboard.,3
US, a large building with a bunch of bananas on it,3
US, a bench sitting outside of a building with a clock on it,3
US, a little girl holding a kite in a park.,3
US, a man is standing in the grass holding a kite.,3
US, a man is riding a boat in the water,3
US, a man standing in front of a building next to a building,3
US, a vase filled with lots of different colored flowers.,3
US, a man is standing on a skateboard in a park.,3
US, a man in a suit and tie standing in a room.,3
US," a kitchen with a stove , oven , dishwasher , and refrigerator.",3
US, a woman is walking down the street with a bag on her lap,3
US, a man and a woman are standing in a room.,3
US, a man walking down a street with a bicycle.,3
US, a man is riding a horse in a field,3
US, a large building with a clock tower in the middle of it,3
US, a group of people riding bikes down a street.,3
US, a man and a woman are sitting on a couch.,3
US, a large boat is in the middle of the water.,3
US, a park bench sitting in front of a tree,3
US, a man is standing on a skateboard in a parking lot.,3
US, a man and a woman are standing in a field.,3
US, a large group of people standing around a table.,3
US, a vase with flowers in it sitting on a table,3
US, a group of people walking down a street.,3
US, a man in a black jacket and a red and white tie,3
US, a man riding a wave on top of a surfboard.,3
US, a man is standing in the grass with a frisbee.,3
US, a man in a suit and tie standing in a room.,3
US, a woman standing next to a man in a suit and tie,3
US, a woman is walking down the street with an umbrella.,3
US, a park bench with a bench and a tree,3
US, a group of people sitting on a park bench,3
US, a wooden bench sitting in front of a building,3
US, a wooden table topped with a laptop and a book.,3
US, a group of people standing in a room.,3
US, a man sitting on a bench with a cell phone.,3
US, a teddy bear sitting on a chair next to a window.,3
US, a red umbrella sitting on top of a wooden bench.,3
US, a large clock tower towering over a city.,3
US, a man is standing on a skateboard on the street,3
US, a man is playing tennis on a court,3
US, a group of people on a dirt road,3
US, a car parked on the side of a road.,3
US, a large white and blue kite flying in the sky,3
US, a woman is walking down the street holding an umbrella.,3
US, a silver and black microwave on a white background,3
US, a man is doing a trick on a skateboard,3
US, a group of people riding on a wave in the ocean.,3
US, a large boat is docked at a pier,3
US, a large crowd of people standing in a large city.,3
US, a man standing on a pier holding a surfboard.,3
US, a man holding a cell phone to his ear,3
US, a kitchen with a table and a chair,3
US, a man and a woman are standing in the street.,3
US, a woman is playing a video game on a television.,3
US, a man and woman are walking down the street.,3
US, a red bus parked in a parking lot,3
US, a group of people walking down a street.,3
US, a kitchen with a table and a chair,3
US, a man in a suit and tie standing on a street.,3
US, a man in a suit and tie standing in a parking lot.,3
US, a wooden bench sitting in front of a building.,3
US, a large boat is docked in the water,3
US, a computer monitor and keyboard on a desk,3
US, a large clock tower towering over a city.,3
US, a man riding a skateboard down a street.,3
US, a man is playing a game of tennis.,3
US, a building with a clock on the front of it,3
US," a bathroom with a sink , toilet , and a shower.",3
US, a woman is standing on a bench in the woods.,3
US, a group of people sitting around a table eating food.,3
US, a man in a suit and tie standing in a room.,3
US, a dog is standing on a porch with a stuffed bear.,3
US, a man riding a horse on a dirt road.,3
US, a large group of people standing in the snow.,3
US, a woman in a dress standing on a sidewalk.,3
US, a man standing in front of a bus,3
US, a man is flying a kite in a field.,3
US, a woman and a man are standing in the grass.,3
US, a group of people walking down a sidewalk.,3
US, a group of people standing in a room with a clock.,3
US, a man and a woman are standing in a parking lot.,3
US, a woman standing in a room with a dog.,3
US, a kitchen with a table and chairs in it,3
US, a man sitting on a bench with a dog.,3
US, a man in a suit and tie in a room.,3
US, a large white and blue kite flying in the sky.,3
US, a woman is holding a glass of wine.,4
US, a man riding a bike down a street.,5
US, a man wearing a suit and tie standing in a doorway.,6
US, a man wearing a suit and tie standing in a room.,6
US, a man wearing a suit and tie standing in a room.,6
US, a man wearing a suit and tie standing in a room.,6
US, a man wearing a suit and tie standing in a field.,6
US, a man wearing a suit and tie standing in a field.,6
US, a woman in a red coat and a red hat,6
US, a white sink with a faucet in it,6
US, a red and white ceramic vase with a blue and white orchid.,6
US, a man in a red jacket and a red hat is on a cell phone,6
US, a pair of scissors and a knife on a table,6
US, a man wearing a tie and a shirt and tie,6
US, a person holding a cell phone in their hand.,6
US, a sign that says `` <unk> '' on a street.,6
US, a vase with a flower in it on a table,6
US, a man is playing a video game on a television.,6
US, a woman is holding a cell phone to her ear,6
US, a woman holding a cell phone to her ear,6
US, a man wearing a suit and tie in a room.,6
US, a man is cooking in a pot on a kitchen counter.,6
US, a pair of scissors and a pair of scissors,6
US, a group of stuffed animals that are in a room.,6
US, a collection of antiques and vases on display.,6
US, a woman standing in a room with a tennis racket.,6
US, a close up of a white vase with a flower in it,6
US, a group of stuffed animals sitting on top of a wooden table.,6
US, a person holding a tennis racket in hand,6
US, a man in a suit is standing in front of a mirror.,6
US, a person holding a pair of scissors in their hand.,6
US, a vase with a bunch of flowers in it,6
US, a large group of people standing around a large elephant statue.,6
US, a large stuffed bear is sitting on a chair.,6
US, a person holding a pair of scissors in their hand.,6
US, a man in a suit and tie holding a baseball bat.,6
US, a close up of a person holding a cell phone,6
US, a man holding a cell phone up to his ear,6
US, a large white bird flying above a large building.,6
US, a man in a suit and tie standing in front of a building.,6
US, a group of people standing around a table with a cell phone.,6
US, a man in a suit and tie standing in a field.,6
US, a man standing in a field with a kite,6
US, a man riding a horse on a beach.,6
US, a man holding a stop sign in front of a building.,6
US, a person holding a snowboard on a snowy surface,6
US, a plane is flying over a large body of water,6
US, a large bird perched on a tree branch,6
US, a large group of people standing in a city.,6
US, a young boy brushing his teeth with a toothbrush.,6
US, a person holding a knife and cutting a cake,6
US, a man in a suit and tie holding a cell phone,6
US, a person is holding a pair of scissors in the hand.,6
US, a baseball team in uniform is holding a bat,6
US, a man holding a cell phone up to his ear,6
US, a black and white photo of a person holding a pair of skis,6
US, a stuffed bear is sitting on a table,6
US, a large white cake with a large cut out,6
US, a group of people standing next to each other.,6
US, a bird is perched on a wire rack.,6
US, a close up of a person holding a cell phone,6
US, a group of four pairs of scissors on a table.,6
US, a man and a woman are standing in a room.,6
US, a pair of scissors cutting a piece of paper.,6
US, a large white bird flying above a body of water,6
US, a close up of a person holding a cell phone,6
US, a man in a green shirt and a white frisbee,6
US, a group of boats are docked in a harbor.,6
US, a pair of scissors and a pair of scissors,6
US, a man standing in front of a building with a clock on it.,6
US, a group of people standing around a table with a cake on it,6
US, a bunch of stuffed animals are on a table,6
US, a man wearing a helmet and a helmet riding a skateboard.,6
US, a man wearing a suit and tie standing in a room.,6
US, a woman holding a pink tie and a pink shirt,6
US, a man is playing a video game on a television.,6
US, a man and a woman are standing in the water.,6
US, a person is flying a kite in the snow.,6
US, a man and a woman are standing together.,6
US, a man holding a cell phone in his hand.,6
US, a close up of a parking meter on the side of the road,6
US, a man is standing in front of a building with a skateboard.,6
US, a street sign on a pole on a street.,6
US, a stop sign with a street sign on it,6
US, a person holding a snowboard in a room.,6
US, a man holding a cell phone to his ear.,6
US, a pair of scissors and a pair of scissors,6
US, a man riding a skateboard down a street.,6
US, a man holding a stop sign in front of a building.,6
US, a white and blue toothbrush is in a blue sky,6
US, a man and a woman are holding a cell phone.,6
US, a black and white photo of a black and white photo of a man and woman in a suit,6
US, a man with a beard and a beard is wearing a tie.,6
US, a cell phone sitting on top of a wooden table.,6
US, a man and a woman are playing frisbee,6
US, a large commercial airplane flying over a body of water,6
US, a person is flying a kite on a beach.,6
US, a man holding a tennis racket in his hand.,6
US, a large metal pan with a bunch of bananas on it,6
US, a person holding a pair of scissors in their hand.,6
US, a person holding a pair of scissors in their hand.,6
US, a woman is holding a glass of red wine.,6
US, a man wearing a hat and tie on a <unk>,6
US, a close up of a pair of scissors on a table,6
US, a man in a suit and tie standing in a room.,6
US, a large white bird sitting on top of a tree.,6
US, a man is walking on the beach with a surfboard,6
US, a river with a bridge spanning the width of it,6
US, a pair of scissors and a pair of scissors.,6
US, a person holding a toothbrush in their hand.,6
US, a person holding a cell phone in their hand.,6
US, a woman is brushing her teeth with a toothbrush.,6
US, a man riding a skateboard on top of a cement block.,6
US, a man in a suit and tie standing on a street.,6
US, a man wearing a hat and a black hat,6
US, a woman is holding a cell phone to her ear,6
US, a young boy holding a baseball bat in his hand.,6
US, a stuffed animal that is wearing a sweater.,6
US, a person holding a cell phone in their hand.,6
US, a large clock on the top of a building.,6
US, a large bird flying above a beach.,6
US, a man riding a horse on a city street,6
US, a bunch of bananas hanging from a tree.,6
US, a close up of a street sign with a sky background,6
US, a person holding a snowboard in the snow.,6
US, a man wearing a tie and a shirt and tie,6
US, a woman holding a tennis racket in her hand.,6
US, a large amount of people standing around a large building.,6
US, a young boy sitting on a toilet with his hands.,6
US, a man standing next to a woman on a street.,6
US, a red and white train traveling through a forest.,6
US, a blender with a bunch of different types of toothbrushes.,6
US, a close up of a street sign with a sky background,6
US, a stuffed bear is holding a book in his hand.,6
US, a person holding a pair of scissors in their hand.,6
US, a young boy holding a toothbrush in his mouth.,6
US, a pair of scissors and a cup of coffee,6
US, a man holding a cell phone up to his ear,6
US, a group of people standing around a table with a cake on it.,6
US, a group of people standing around a table with a cake.,6
US, a pair of scissors in a box next to a pair of scissors.,6
US, a man holding a cell phone to his ear.,6
US, a man holding a tennis racquet on a tennis court.,6
US, a group of bananas hanging from a tree.,6
US, a white and blue toothbrush with white and blue stripes,6
US, a pair of scissors and a pair of scissors.,6
US, a man holding a baseball bat in his hand.,6
US, a person walking on a city street with a umbrella,6
US, a teddy bear sitting on a wooden bench,6
US, a man is holding a knife and cutting a cake.,6
US, a black and white photo of a baseball player,6
US, a black bird with a black hat on it,6
US, a sign that says `` <unk> '' on a street.,6
US, a person holding a hot dog in their hand.,6
US, a man wearing a tie and a jacket,6
US, a red and white sign with a red and white sign,6
US, a person laying on a bed with a book,6
US, a woman in a red sweater holding a cell phone,6
US, a person is flying a kite in the sky,6
US, a clock with a picture of a person holding a cell phone.,6
US, a black and white photo of a computer keyboard.,6
